Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
34.0,3.5,2.0,5,5,4.0,5.0,4.0,2,0,4.45
60.0,4.2,5.0,2,2,3.0,3.0,3.0,0,0,5.3
70.0,5.0,,5,5,3.0,3.0,3.0,0,1,5.6
38.0,3.7,5.0,5,5,5.0,,,0,2,8.1
40.0,3.5,3.0,5,5,4.0,4.0,5.0,0,1,6.5
37.0,,3.0,5,5,5.0,4.0,3.0,0,1,6.7
126.0,6.0,13.5,1,1,4.0,5.0,5.0,1,2,7.5
42.0,,,5,5,4.0,4.0,3.0,0,1,7.65
53.0,,3.0,5,5,5.0,6.0,4.0,0,1,7.5
110.2,6.55,6.0,5,5,,3.0,2.0,0,1,8.99
189.0,5.0,7.0,7,7,1.0,3.0,3.0,0,1,1.9
43.7,,,5,5,4.0,4.0,3.0,0,1,6.87
54.0,4.0,6.0,5,5,4.0,4.0,3.0,0,2,6.25
80.0,5.5,3.0,7,7,5.0,6.0,3.0,0,2,9.0
42.0,5.0,2.5,5,5,6.0,6.0,5.0,0,1,7.9
64.0,,,5,5,2.0,,,0,0,5.4
110.0,6.6,6.0,5,5,,3.0,,0,2,9.0
43.0,,,5,5,5.0,4.0,5.0,0,1,6.95
75.0,5.0,10.0,7,5,,,,0,2,7.8
167.0,8.0,6.0,2,2,1.0,4.0,3.0,0,0,1.9
56.0,4.0,6.0,5,5,1.0,2.0,1.0,0,2,3.38
45.0,,,5,5,5.0,4.0,3.0,0,1,6.8
32.0,,4.0,5,5,2.0,2.0,2.0,0,0,4.5
82.5,,8.0,5,5,2.0,,,0,1,9.2
63.0,4.5,5.0,1,1,4.0,4.0,3.0,0,1,8.6
171.0,8.4,,0,5,,,,0,2,9.8
85.4,,,5,5,,,,0,2,8.0
81.0,,,5,5,,,,2,2,3.15
30.0,4.7,,5,5,5.0,3.0,4.0,0,1,4.95
50.0,,,5,5,3.0,3.0,,2,2,8.1
79.0,4.5,,5,5,3.0,4.0,5.0,0,0,9.5
58.0,4.0,,3,3,2.0,2.0,2.0,0,0,3.5
50.0,,,5,5,5.0,6.0,4.0,0,1,8.9
19.0,,,5,5,5.0,3.0,4.0,0,1,3.95
38.0,,8.0,1,5,2.0,3.0,2.0,2,1,4.9
22.0,,,5,5,4.0,3.0,4.0,0,1,3.68
50.0,7.0,,5,5,3.0,3.0,3.0,0,1,6.65
18.0,,,5,5,4.0,3.0,2.0,0,1,2.45
84.0,6.0,14.0,1,1,1.0,2.0,1.0,0,2,2.8
105.0,,,5,5,,,,2,2,3.15
43.0,,,8,5,4.0,3.0,3.0,0,1,3.85
160.0,,,5,5,4.0,3.0,3.0,2,2,8.95
176.0,,,5,5,4.0,4.0,5.0,0,0,8.5
62.3,7.55,,5,5,4.0,9.0,9.0,0,2,7.7
97.0,,2.0,5,5,4.0,4.0,3.0,0,0,9.0
60.0,4.2,,8,5,3.0,4.0,4.0,0,2,10.0
49.0,,,5,5,1.0,1.0,1.0,0,2,5.0
52.0,4.07,4.0,6,6,2.0,2.0,2.0,0,2,4.9
84.0,4.0,16.0,1,1,2.0,2.0,2.0,0,2,9.3
30.0,,,5,5,4.0,3.0,2.0,0,0,7.2
84.0,4.0,16.0,2,2,3.0,3.0,2.0,0,2,9.5
46.0,46.0,3.0,4,4,2.0,4.0,2.0,0,0,6.0
45.0,,,5,5,4.0,3.0,3.0,0,2,9.8
52.0,,,5,5,4.0,3.0,4.0,2,2,8.99
43.0,5.5,8.0,5,5,5.0,4.0,4.0,0,1,5.85
44.0,3.0,,5,5,3.0,2.0,2.0,2,2,6.2
48.0,3.0,,5,5,4.0,,,0,1,8.6
32.0,,3.0,5,5,4.0,3.0,3.0,0,2,4.3
80.0,4.0,8.0,4,4,2.0,4.0,2.0,0,0,2.1
62.0,5.0,3.0,5,5,4.0,3.0,3.0,0,1,8.9
35.4,,3.0,5,5,2.0,2.0,2.0,0,2,3.75
65.0,,,5,5,,8.0,,0,1,9.9
240.0,8.0,5.0,5,5,,3.0,2.0,0,1,2.79
30.0,3.7,5.0,5,5,5.0,3.0,4.0,0,2,4.5
50.6,,,5,5,6.0,4.0,5.0,0,2,6.5
85.0,5.0,13.0,8,8,,,,0,2,4.8
39.0,4.0,10.0,3,5,5.0,5.0,5.0,2,2,6.15
40.0,3.46,2.0,7,5,4.0,4.0,3.0,0,0,4.4
39.0,,,5,5,5.0,3.0,4.0,0,1,4.95
41.0,4.0,6.0,7,5,,3.0,4.0,0,1,8.45
32.0,42.0,,5,5,5.0,3.0,4.0,0,1,6.3
45.0,3.0,2.5,5,5,6.0,8.0,9.0,0,2,8.0
68.0,,,5,5,5.0,6.0,6.0,0,1,6.09
72.0,4.0,5.0,6,5,3.0,,,0,2,7.2
35.0,4.6,2.5,5,5,5.0,3.0,4.0,0,1,4.3
59.0,5.9,5.0,8,8,3.0,3.0,3.0,0,0,2.25
40.0,4.0,4.0,0,0,3.0,3.0,2.0,0,2,1.4
50.0,,,5,5,2.0,2.0,2.0,0,2,4.1
45.0,,,5,5,5.0,3.0,4.0,0,1,6.6
66.0,6.0,40.0,5,5,2.0,2.0,2.0,0,1,3.75
68.26,3.2,,8,5,,,,0,2,7.0
58.0,,8.0,5,5,4.0,3.0,4.0,0,2,8.6
123.0,8.0,8.0,5,5,2.0,4.0,2.0,0,2,5.6
110.0,4.0,14.0,2,5,1.0,2.0,2.0,0,2,6.0
90.0,4.5,24.0,4,4,3.0,3.0,2.0,0,0,7.5
93.0,,12.0,5,5,4.0,5.0,5.0,0,2,9.7
88.0,4.0,10.0,8,5,,2.0,,0,2,4.5
250.0,,,5,5,,,,0,2,4.9
50.0,4.0,,5,5,4.0,4.0,3.0,0,0,8.9
40.0,,,5,5,5.0,,,0,1,7.4
31.0,,,5,5,2.0,2.0,3.0,2,2,3.9
40.0,,,5,5,4.0,,,0,1,7.8
80.0,4.0,5.0,4,5,2.0,2.0,2.0,0,0,6.8
89.0,,6.0,5,5,,,,2,2,7.9
41.0,4.0,4.5,4,4,3.0,3.0,2.0,0,0,2.65
50.0,4.0,10.0,5,5,2.0,,,0,2,8.4
90.0,,,5,5,2.0,4.0,3.0,0,1,7.5
62.0,4.0,3.0,5,5,2.0,3.0,2.0,0,2,2.1
90.0,,,5,5,,,,0,2,8.7
66.0,,,5,5,3.0,,,0,1,6.9
50.0,,,5,5,,,,2,2,5.0
69.0,5.1,10.0,5,5,5.0,5.0,5.0,0,2,9.5
50.0,5.0,,5,5,3.0,3.0,3.0,0,2,6.2
92.0,4.0,8.0,8,8,4.0,5.0,3.0,0,1,8.1
74.0,,,5,5,4.0,4.0,,0,2,9.2
46.0,,,5,5,,,,2,2,3.35
346.0,,,5,5,,5.0,3.0,0,2,2.6
90.0,,,5,5,5.0,5.0,6.0,0,2,8.5
44.0,4.0,4.0,5,5,2.0,2.0,,0,2,4.95
35.0,,,5,5,5.0,4.0,,0,1,4.9
40.0,,,5,5,4.0,4.0,,0,2,6.0
58.0,5.8,,5,5,,,,0,2,8.3
56.0,,6.0,5,5,5.0,4.0,5.0,0,1,8.3
81.2,,,5,5,,,,0,2,10.0
61.0,,,5,5,,,,0,0,2.1
88.0,4.0,5.0,2,5,,1.0,1.0,0,0,7.1
47.0,,,5,5,,,,2,2,3.04
72.0,4.3,,5,5,4.0,4.0,,0,2,10.0
30.0,,,5,5,4.0,4.0,3.0,0,1,6.25
43.0,,,5,5,5.0,,,0,1,6.8
40.0,,,5,5,6.0,3.0,6.0,0,1,7.6
50.0,,,5,5,4.0,3.0,4.0,0,0,8.8
55.0,,,5,5,4.0,4.0,5.0,0,0,7.5
208.0,10.0,13.0,8,8,,,,0,2,5.8
67.0,,6.0,5,5,2.0,3.0,2.0,0,0,4.5
72.0,6.0,4.0,5,5,4.0,4.0,4.0,0,0,6.5
68.0,4.5,4.0,3,3,2.0,1.0,1.0,0,1,2.49
63.0,3.6,5.0,5,5,4.0,4.0,4.0,0,1,7.9
37.0,,,5,5,5.0,3.0,,0,2,4.95
84.0,,,5,5,2.0,3.0,2.0,0,2,2.69
40.0,,,5,5,,,,2,2,4.0
31.0,4.0,,5,5,4.0,3.0,4.0,0,2,7.6
23.0,,,5,5,,,,2,2,1.39
60.0,4.0,8.0,5,5,2.0,3.0,3.0,0,1,6.7
65.0,4.35,3.0,5,5,2.0,3.0,2.0,0,0,6.0
122.2,10.52,5.0,8,8,,3.0,1.0,0,1,4.9
125.0,5.0,48.0,8,8,3.0,3.0,3.0,0,0,7.5
90.0,7.0,10.5,8,8,2.0,2.0,1.0,0,0,7.15
64.0,,,5,5,4.0,5.0,6.0,2,2,8.9
64.0,4.0,8.0,5,5,2.0,,,2,2,6.45
48.0,4.0,,1,5,3.0,4.0,3.0,2,2,7.5
108.0,6.0,,7,5,3.0,4.0,,2,2,7.75
40.0,4.0,8.0,5,5,3.0,4.0,4.0,0,2,6.75
60.0,,,5,5,,5.0,6.0,0,2,9.5
40.0,4.5,3.5,5,5,5.0,,,0,1,5.38
35.0,,,5,5,,,,0,1,4.55
55.0,,,5,5,,,,0,0,6.4
80.0,4.0,32.0,7,5,2.0,3.0,2.0,0,0,5.8
38.5,4.0,4.0,5,5,5.0,6.0,7.0,0,1,5.0
125.0,,,5,5,,,,0,2,6.1
44.0,4.4,5.0,0,5,5.0,3.0,4.0,0,1,7.4
36.0,5.0,5.0,2,2,3.0,3.0,3.0,0,0,2.35
50.0,4.0,5.0,5,5,2.0,2.0,2.0,0,0,4.95
30.0,45.0,,5,5,5.0,3.0,4.0,0,1,5.6
141.0,5.0,4.0,8,8,1.0,2.0,1.0,0,0,3.7
125.0,5.0,30.0,0,5,3.0,4.0,5.0,0,2,8.8
93.6,5.0,5.0,5,5,1.0,2.0,1.0,0,2,2.35
47.0,4.1,,5,5,3.0,4.0,4.0,0,2,6.8
35.0,,,5,5,5.0,3.0,4.0,0,2,5.5
100.0,5.0,14.0,1,5,3.0,3.0,4.0,1,0,4.3
45.0,,,5,5,5.0,3.0,,0,1,6.56
20.0,,3.0,5,5,2.0,2.0,2.0,0,0,2.4
28.0,3.6,3.0,5,5,5.0,3.0,4.0,0,1,4.6
46.0,3.8,2.5,5,5,4.0,4.0,4.0,0,1,7.4
52.0,,,5,5,1.0,2.0,1.0,2,2,3.1
300.0,15.0,32.0,8,5,,,,0,2,9.8
94.8,,,2,5,5.0,6.0,5.0,0,1,9.99
40.0,4.0,4.0,0,0,4.0,4.0,3.0,0,2,5.85
33.0,5.0,6.0,5,5,5.0,3.0,3.0,0,1,4.5
50.0,5.0,,5,5,4.0,,,0,0,7.3
120.0,,,5,5,,2.0,3.0,0,2,4.0
40.0,,,5,5,1.0,2.0,2.0,2,1,1.95
160.0,,,5,5,3.0,2.0,2.0,1,2,6.3
33.5,,,5,5,,,,2,2,4.6
54.0,,,5,5,5.0,6.0,,0,2,6.0
53.0,,,5,5,5.0,,,0,0,6.8
72.9,11.0,6.0,7,5,2.0,2.0,2.0,0,0,3.5
43.0,4.3,12.0,5,5,2.0,3.0,2.0,0,1,8.3
108.0,,,8,5,4.0,,,0,2,9.0
47.0,5.0,,5,5,5.0,3.0,3.0,0,1,6.5
40.0,,,5,5,5.0,4.0,3.0,0,0,8.83
61.0,4.5,6.0,5,5,5.0,6.0,6.0,0,1,8.88
93.0,5.0,75.0,7,7,3.0,3.0,3.0,0,1,7.4
39.0,12.3,3.0,5,5,7.0,3.0,5.0,0,0,9.7
40.0,,,5,5,4.0,4.0,3.0,2,2,6.8
30.0,4.2,,5,5,5.0,3.0,4.0,0,2,6.15
58.0,5.2,6.0,3,3,4.0,4.0,5.0,0,2,6.8
57.0,4.0,3.5,5,5,5.0,4.0,4.0,0,1,7.2
40.0,4.5,3.0,5,5,4.0,4.0,4.0,0,2,3.6
100.0,5.0,16.0,8,8,3.0,4.0,4.0,0,0,6.0
100.0,5.0,,1,5,2.0,3.0,4.0,0,1,4.3
40.0,,,5,5,,,,0,1,6.1
30.0,5.0,5.0,5,5,3.0,3.0,4.0,0,1,4.65
120.0,6.0,6.0,5,5,2.0,2.0,2.0,0,2,4.8
75.0,5.0,,5,5,3.0,,,0,2,9.1
32.0,,,5,5,4.0,4.0,3.0,2,2,6.0
54.0,4.5,5.0,3,3,5.0,4.0,3.0,0,1,6.5
34.0,,,5,5,,,,0,2,7.6
95.0,,,5,5,4.0,,,0,2,5.5
108.0,4.1,,5,5,,,,2,2,6.8
38.0,,,5,5,3.0,5.0,,2,2,4.2
500.0,13.5,5.0,8,5,,2.0,2.0,2,2,3.45
39.0,55.0,4.0,4,4,4.0,6.0,6.0,0,2,7.25
32.0,3.8,,5,5,5.0,,,0,2,5.7
87.0,3.7,,5,5,,2.0,1.0,0,2,9.9
120.0,6.0,6.0,5,5,3.0,4.0,4.0,0,1,9.9
153.0,9.0,6.0,5,5,1.0,1.0,1.0,2,2,9.0
64.0,4.0,,5,5,4.0,4.0,4.0,0,1,7.5
36.8,4.6,,5,5,4.0,,,0,2,7.5
22.0,,,5,5,,2.0,1.0,2,1,1.65
44.0,4.0,,5,5,,3.0,4.0,2,2,9.2
110.0,,5.5,3,5,3.0,3.0,4.0,0,1,5.9
100.0,5.0,10.5,4,5,3.0,4.0,4.0,0,2,6.5
98.8,6.4,,5,5,2.0,2.0,2.0,0,1,6.4
101.3,22.0,22.0,5,5,1.0,5.0,5.0,0,1,6.5
62.3,7.55,,2,5,5.0,9.0,9.0,0,2,7.7
65.0,,,5,5,1.0,2.0,1.0,0,1,5.0
250.0,10.0,,5,5,2.0,3.0,3.0,1,2,6.1
40.0,4.5,5.0,5,5,5.0,8.0,8.0,0,1,8.5
108.8,5.44,13.0,5,5,4.0,4.0,5.0,0,1,8.9
338.9,5.0,,3,5,2.0,1.0,1.0,2,2,2.3
100.0,,8.0,8,8,2.0,3.0,3.0,0,1,2.2
160.0,,,5,5,,3.0,3.0,1,0,7.0
30.0,3.8,2.9,5,5,5.0,3.0,4.0,0,1,4.2
52.0,,,5,5,4.0,4.0,5.0,0,1,5.0
80.0,6.0,21.0,7,7,5.0,5.0,5.0,0,0,4.7
14.5,,,5,5,2.0,1.0,1.0,0,2,1.85
80.0,,21.0,7,7,5.0,5.0,5.0,0,0,4.7
102.0,7.4,,5,5,3.0,3.0,3.0,0,1,8.5
75.0,5.0,7.0,5,5,2.0,,,0,2,8.75
60.0,4.0,12.0,8,5,,2.0,1.0,0,0,3.9
50.0,,,5,5,4.0,4.0,5.0,0,1,6.3
52.0,4.0,3.0,5,5,5.0,6.0,4.0,0,1,4.58
60.0,,12.0,5,5,4.0,4.0,5.0,0,2,5.6
84.0,5.0,7.0,5,5,4.0,4.0,4.0,0,1,8.8
50.0,6.0,,2,5,4.0,4.0,,0,1,8.0
50.0,5.0,4.0,4,5,3.0,1.0,2.0,2,0,1.95
41.0,3.13,5.5,6,6,3.0,3.0,3.0,0,0,6.7
98.4,6.0,13.0,3,5,4.0,3.0,,0,2,8.5
60.0,5.0,7.5,4,5,4.0,,,2,2,3.16
47.2,3.0,5.5,6,6,3.0,,,0,2,6.85
62.4,,9.0,5,5,3.0,3.0,4.0,0,2,7.9
90.0,5.0,34.0,8,8,4.0,4.0,4.0,2,2,5.7
44.0,4.0,,5,5,3.0,,,0,1,5.0
167.0,5.0,,5,5,,3.0,2.0,0,2,3.8
156.0,,,5,5,,6.0,5.0,0,0,7.2
30.0,,,5,5,5.0,3.0,,0,1,6.2
39.0,4.4,,5,5,5.0,6.0,4.0,0,0,7.5
54.8,,,5,5,2.0,3.0,2.0,0,0,3.6
92.0,,,8,5,3.0,4.0,3.0,0,1,4.5
45.0,3.6,3.0,5,5,5.0,4.0,5.0,0,1,10.0
93.0,5.0,10.0,1,1,2.0,3.0,4.0,0,2,9.2
48.0,,,5,5,5.0,,,0,1,8.5
84.0,5.0,12.0,2,0,2.0,3.0,3.0,0,0,5.7
62.0,4.2,4.0,5,5,3.0,3.0,3.0,0,1,4.9
40.0,3.0,,5,5,2.0,2.0,2.0,0,1,4.5
30.4,5.0,3.0,4,4,3.0,4.0,5.0,0,0,5.0
60.0,4.0,,5,5,4.0,4.0,4.0,0,0,7.6
45.0,4.5,,2,2,5.0,4.0,3.0,0,1,6.3
68.0,3.8,3.0,5,5,3.0,3.0,3.0,0,1,7.8
37.0,,,5,5,4.0,,,2,2,7.5
69.0,42.0,5.0,3,3,2.0,3.0,2.0,0,1,3.6
85.0,5.0,8.0,5,5,3.0,4.0,4.0,0,1,9.6
55.0,,,5,5,4.0,4.0,,0,1,8.9
110.0,5.0,30.0,6,6,3.0,4.0,4.0,0,2,4.3
35.0,,,5,5,,,,2,2,6.9
39.05,3.55,,5,5,3.0,,,0,0,8.5
55.0,4.0,6.0,5,5,5.0,4.0,3.0,2,1,5.5
62.0,4.0,5.0,4,4,2.0,3.0,2.0,0,2,4.5
45.0,4.0,4.0,5,5,5.0,4.0,3.0,0,1,6.8
120.0,5.0,7.5,7,7,1.0,3.0,3.0,0,2,3.9
80.0,,,5,5,,,,0,2,7.0
60.0,,7.0,5,5,2.0,,,2,2,7.7
85.0,5.0,5.5,7,7,3.0,3.0,4.0,0,1,6.45
85.0,5.0,5.5,3,3,4.0,4.0,4.0,0,1,5.75
90.0,,,5,5,2.0,3.0,2.0,0,2,6.45
100.0,8.0,,5,5,,,,0,2,7.6
63.4,4.4,,4,4,4.0,3.0,4.0,0,1,9.0
40.0,5.2,3.5,5,5,6.0,4.0,4.0,2,2,9.7
81.0,,,5,5,3.0,3.0,3.0,0,1,8.1
62.0,4.0,6.0,5,5,4.0,6.0,5.0,0,1,5.99
52.0,4.0,4.0,5,5,3.0,3.0,3.0,0,1,7.2
14.0,,,5,5,4.0,3.0,3.0,0,1,2.9
32.0,,,5,5,4.0,3.0,3.0,0,0,2.65
32.0,,,5,5,4.0,4.0,3.0,0,2,3.35
46.0,,20.0,5,5,1.0,2.0,1.0,0,2,9.68
318.0,10.0,10.0,1,5,,2.0,1.0,0,2,1.95
33.0,4.0,3.0,5,5,4.0,4.0,3.0,0,1,5.65
56.0,,7.5,5,5,1.0,2.0,2.0,0,1,4.49
77.0,,,5,5,2.0,4.0,2.0,0,2,6.0
103.8,,,5,5,2.0,3.0,3.0,0,2,4.8
462.5,,4.5,5,5,,,,2,2,3.8
36.0,5.0,3.5,5,5,5.0,3.0,4.0,0,0,4.6
40.0,5.0,,5,5,,,,0,2,8.4
33.0,3.6,9.0,3,5,2.0,3.0,2.0,0,1,6.5
100.0,5.0,33.0,4,5,,1.0,1.0,0,2,7.6
170.0,4.0,3.5,3,5,1.0,4.0,4.0,0,2,3.2
41.0,,,5,5,1.0,1.0,1.0,0,1,3.5
41.0,,3.0,5,5,2.0,2.0,2.0,0,2,2.2
95.0,6.0,8.0,6,5,2.0,4.0,4.0,0,1,7.3
56.6,,,5,5,4.0,4.0,4.0,0,1,9.3
88.0,4.85,5.0,7,5,2.0,3.0,2.0,0,2,4.3
67.0,4.0,12.0,5,5,4.0,4.0,4.0,2,2,8.0
28.22,3.5,3.0,5,5,4.0,3.0,3.0,0,2,6.8
78.7,7.24,3.0,5,5,2.0,,,0,2,9.8
62.0,5.2,4.0,5,5,3.0,4.0,3.0,0,0,4.5
80.0,5.0,42.0,3,5,6.0,5.0,5.0,0,2,4.9
25.8,3.0,,7,5,3.0,,,2,2,5.5
95.0,8.0,6.0,5,5,3.0,3.0,3.0,0,0,5.9
46.0,,3.0,5,5,4.0,4.0,3.0,0,0,8.35
45.0,4.3,2.5,5,5,5.0,9.0,9.0,0,1,7.45
41.0,,3.5,5,5,5.0,3.0,4.0,0,2,7.3
31.0,,,5,5,5.0,4.0,,0,2,5.7
44.0,4.0,,7,5,2.0,2.0,2.0,0,0,7.3
40.0,4.0,,5,5,5.0,5.0,4.0,0,2,7.5
50.8,5.0,7.0,4,5,3.0,3.0,3.0,0,0,4.69
50.0,,,5,5,4.0,4.0,4.0,0,1,9.0
28.0,3.0,,3,5,2.0,2.0,2.0,0,1,2.5
40.0,4.0,4.0,5,5,3.0,3.0,3.0,0,0,3.8
33.0,3.8,2.0,5,5,5.0,3.0,,0,1,5.68
68.0,4.0,,5,5,2.0,,,2,2,8.7
98.3,5.0,10.5,4,5,1.0,2.0,2.0,0,0,9.25
90.0,,,5,5,2.0,4.0,,0,2,7.5
64.0,4.0,6.0,5,5,2.0,3.0,2.0,0,1,4.7
70.0,4.0,4.0,0,0,3.0,7.0,7.0,0,1,8.3
30.0,6.0,6.0,7,7,3.0,3.0,2.0,0,0,5.0
20.0,4.0,,5,5,4.0,2.0,3.0,0,1,3.3
30.0,4.2,,5,5,5.0,3.0,4.0,0,2,6.9
66.0,6.0,6.0,6,5,3.0,4.0,3.0,0,0,5.9
33.0,3.1,5.0,3,3,2.0,2.0,2.0,0,1,4.35
63.0,4.05,6.0,5,5,4.0,4.0,5.0,0,2,8.5
29.0,4.6,4.0,2,2,1.0,2.0,2.0,0,0,3.5
100.0,,,1,5,1.0,2.0,,2,2,2.5
80.0,,10.0,5,5,2.0,3.0,3.0,0,2,9.9
71.4,,6.0,5,5,2.0,,,0,2,7.5
66.0,4.0,,5,5,3.0,3.0,,0,2,7.39
80.0,4.0,12.0,6,5,5.0,5.0,3.0,0,2,9.7
46.5,5.0,3.0,7,7,3.0,3.0,3.0,0,1,2.25
445.5,13.5,7.0,5,5,2.0,4.0,3.0,2,1,8.29
34.0,,,5,5,,,,0,2,4.5
105.0,6.5,7.5,8,8,4.0,4.0,5.0,1,2,9.0
25.0,,,5,5,4.0,3.0,,0,1,3.86
51.0,3.8,,5,5,4.0,4.0,,0,2,7.6
60.0,4.0,6.0,5,5,3.0,3.0,3.0,0,1,5.0
73.0,,,5,5,1.0,1.0,1.0,0,0,9.3
56.0,4.0,7.0,5,5,4.0,8.0,,0,1,9.3
80.0,,10.0,5,5,4.0,4.0,4.0,0,2,10.0
52.0,,,5,5,4.0,5.0,4.0,0,1,7.0
290.0,,,5,5,,,,2,2,1.4
56.0,,,5,5,5.0,,,0,2,7.6
58.0,4.8,8.0,8,8,2.0,2.0,2.0,0,1,7.8
92.6,4.2,,7,5,4.0,6.0,6.0,0,2,9.5
75.0,13.0,5.0,8,7,4.0,,,2,1,7.9
70.0,4.6,,4,5,2.0,2.0,2.0,0,2,8.5
40.0,5.0,,5,5,5.0,,,0,2,6.95
64.5,4.3,5.5,4,5,1.0,2.0,1.0,0,0,4.9
36.0,,,5,5,5.0,,,0,1,6.8
122.0,,,8,5,1.0,4.0,2.0,0,0,3.0
150.0,,,5,5,2.0,,,0,2,6.0
40.0,,,5,5,,,,0,2,7.2
32.0,3.1,2.0,7,7,4.0,3.0,3.0,0,0,4.8
60.0,4.0,6.0,5,5,4.0,5.0,5.0,0,1,5.6
126.0,5.0,7.5,8,5,1.0,4.0,4.0,0,0,5.1
26.0,,,5,5,4.0,3.0,,0,1,3.85
73.0,4.1,12.0,0,0,3.0,4.0,3.0,0,1,8.95
33.6,4.2,3.0,5,5,3.0,3.0,3.0,0,1,3.25
30.0,,,5,5,4.0,4.0,4.0,2,2,3.0
71.0,4.2,6.0,6,5,1.0,2.0,1.0,0,2,4.8
18.0,3.0,20.0,5,5,3.0,2.0,3.0,0,0,4.6
100.0,40.0,40.0,5,5,2.0,2.0,2.0,0,0,4.5
80.0,,30.0,2,2,3.0,4.0,3.0,0,2,4.15
60.0,4.0,12.0,8,8,5.0,5.0,5.0,2,2,5.0
37.0,3.3,3.0,1,1,4.0,5.0,2.0,0,2,3.7
88.6,,,5,5,2.0,3.0,2.0,0,1,6.4
73.0,4.0,,5,5,2.0,,,0,1,9.8
55.0,4.0,,5,5,3.0,3.0,3.0,0,2,5.65
64.0,4.0,6.0,5,5,2.0,2.0,3.0,0,1,4.9
86.2,5.2,5.0,5,5,,,,0,2,7.3
86.0,5.2,6.0,5,5,2.0,,,2,2,8.1
21.0,6.0,6.0,2,2,4.0,3.0,4.0,0,0,7.0
75.0,,,5,5,4.0,,,0,2,4.9
75.0,,,5,5,,6.0,,0,2,4.37
35.0,4.0,,5,5,4.0,,,0,2,3.6
108.0,4.0,,7,8,,2.0,1.0,0,0,3.9
110.0,14.0,5.0,5,5,2.0,3.0,3.0,0,1,8.8
45.0,,,5,5,3.0,3.0,3.0,0,1,7.25
135.0,9.0,12.0,8,5,3.0,,,2,2,7.46
30.0,,,5,5,5.0,3.0,3.0,1,0,6.7
50.0,,,5,5,4.0,4.0,4.0,0,1,5.4
40.0,4.0,6.0,5,5,4.0,4.0,3.0,0,1,10.0
75.0,6.0,7.0,3,3,3.0,3.0,2.0,0,1,4.95
41.0,,,5,5,3.0,,,2,2,7.5
60.0,4.0,12.0,7,7,5.0,4.0,5.0,0,0,6.3
90.0,,13.0,5,5,,,,0,2,5.5
67.0,4.5,6.0,2,2,4.0,3.0,3.0,0,1,4.35
49.8,5.8,6.0,8,5,3.0,,,2,2,9.8
30.0,4.2,3.0,5,5,5.0,3.0,4.0,0,1,5.6
52.0,4.0,20.0,7,7,5.0,,,1,2,6.4
94.0,,8.0,6,5,,,,0,2,9.0
36.2,,,5,5,7.0,,,2,1,9.8
73.0,,,4,5,3.0,4.0,5.0,0,1,5.15
45.0,4.5,,5,5,2.0,2.0,2.0,0,0,1.8
119.0,5.1,,3,5,,,,0,2,8.5
38.0,5.0,4.0,5,5,4.0,4.0,3.0,0,1,5.7
35.0,,,2,5,1.0,3.0,3.0,2,1,1.98
80.0,5.0,,5,5,5.0,4.0,5.0,0,2,10.0
40.0,,4.0,5,5,4.0,4.0,3.0,0,1,6.9
45.0,,,5,5,1.0,1.0,1.0,1,2,6.0
100.0,5.0,12.0,8,8,2.0,,,2,2,9.8
52.0,,8.0,5,5,4.0,,,0,2,4.0
42.0,,,5,5,5.0,,,2,2,8.2
45.0,4.4,4.0,3,3,4.0,3.0,4.0,0,2,5.5
38.0,,6.0,5,5,6.0,3.0,5.0,0,1,10.0
80.0,5.0,12.0,3,3,3.0,4.0,4.0,0,2,4.8
62.0,,4.0,5,5,3.0,3.0,3.0,0,1,10.0
77.6,4.0,6.0,5,5,2.0,4.0,4.0,1,0,5.5
105.0,7.0,30.0,5,5,,4.0,4.0,0,2,10.0
80.0,4.0,,5,5,3.0,6.0,6.0,0,1,9.0
30.5,4.2,2.0,8,8,5.0,3.0,4.0,0,1,7.2
38.0,,6.0,5,5,6.0,3.0,4.0,0,1,8.0
52.0,5.0,5.0,7,7,3.0,4.0,3.0,0,0,5.5
32.0,5.53,4.0,5,5,3.0,3.0,3.0,0,1,4.75
90.0,5.0,12.0,3,3,3.0,4.0,,0,0,6.5
52.0,,5.0,5,5,4.0,5.0,5.0,0,2,7.95
69.0,,2.0,5,5,,2.0,1.0,0,2,1.9
35.0,3.35,2.0,8,8,5.0,4.0,4.0,0,1,4.9
95.0,,,5,5,2.0,,,0,1,9.6
45.0,,5.0,5,5,5.0,5.0,4.0,0,1,6.9
84.0,6.0,13.0,5,5,5.0,,,0,2,9.3
80.0,,,5,5,,,,2,2,2.0
150.0,5.0,15.0,5,5,,,,2,2,5.4
60.0,4.0,,5,5,5.0,,,1,2,7.9
173.0,6.0,,5,5,2.0,,,0,2,4.8
35.2,,,5,5,5.0,,,0,1,6.38
60.0,4.0,6.0,5,5,4.0,4.0,3.0,0,1,7.5
35.0,,,5,5,,,,0,2,5.35
45.0,4.0,2.5,1,1,5.0,6.0,5.0,0,1,6.1
62.0,5.7,,5,5,4.0,3.0,3.0,0,1,8.5
68.0,5.4,,5,5,4.0,3.0,3.0,0,1,7.5
58.0,4.65,3.0,5,5,1.0,2.0,1.0,0,0,1.9
38.0,4.0,2.0,1,1,5.0,6.0,4.0,0,1,6.3
40.0,4.0,3.0,5,5,2.0,2.0,2.0,0,2,3.8
