Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
56.0,4.0,,2,5,4.0,4.0,4.0,0,2,6.9
90.0,5.0,,1,5,2.0,4.0,2.0,0,2,6.2
15.0,4.55,3.0,8,8,5.0,2.0,2.0,0,1,2.8
40.0,,,5,5,3.0,3.0,3.0,2,2,3.3
67.8,4.2,8.0,5,5,3.0,3.0,3.0,0,2,3.15
30.0,,,5,5,6.0,3.0,4.0,0,1,5.85
80.0,4.0,25.0,8,8,3.0,,,2,0,9.0
38.0,,,5,5,5.0,3.0,4.0,0,2,4.8
38.0,,,5,5,3.0,2.0,2.0,2,2,5.8
90.0,,4.0,5,5,1.0,2.0,1.0,0,2,2.2
85.0,,,5,5,1.0,2.0,1.0,0,2,2.3
42.0,41.0,3.0,5,5,6.0,4.0,4.0,0,0,8.5
50.0,4.1,5.0,5,5,4.0,4.0,5.0,0,0,8.8
143.5,11.0,16.0,1,0,2.0,4.0,4.0,1,2,8.0
46.0,3.0,4.0,5,5,5.0,5.0,4.0,0,1,9.0
45.2,4.0,4.0,5,5,1.0,2.0,2.0,0,2,4.75
34.0,,,5,5,6.0,4.0,5.0,0,1,5.5
100.0,,10.0,5,5,3.0,4.0,3.0,0,2,9.9
50.0,8.0,,5,5,3.0,3.0,3.0,2,2,5.0
64.0,,8.0,3,3,4.0,4.0,5.0,0,1,6.8
45.0,,,5,5,5.0,4.0,3.0,0,0,5.2
50.3,,6.0,5,5,5.0,7.0,,0,1,9.5
64.0,,,5,5,4.0,4.0,5.0,0,2,6.6
65.0,4.0,,5,5,5.0,6.0,5.0,0,1,9.7
40.0,4.0,3.0,5,5,3.0,3.0,,0,0,4.7
65.0,,,5,5,1.0,3.0,2.0,2,2,3.9
35.0,3.9,2.0,5,5,5.0,3.0,4.0,0,1,4.8
65.0,,,5,5,4.0,4.0,4.0,0,0,6.9
27.0,2.8,,5,5,5.0,3.0,5.0,0,1,5.95
40.0,4.0,3.0,0,0,5.0,3.0,4.0,0,2,6.95
76.0,5.0,6.0,5,5,5.0,6.0,7.0,0,1,8.35
57.0,,,5,5,8.0,,,0,2,6.95
178.0,6.7,4.0,8,5,1.0,2.0,1.0,2,0,3.35
55.0,,12.0,5,5,3.0,3.0,3.0,0,1,6.6
42.0,,,5,5,4.0,4.0,3.0,2,2,6.0
72.0,4.0,6.0,5,5,2.0,2.0,3.0,0,0,3.8
60.0,,8.0,7,5,3.0,3.0,4.0,0,1,7.8
56.0,,,5,5,3.0,3.0,4.0,2,2,6.1
66.0,4.0,8.0,5,5,3.0,4.0,4.0,0,2,5.85
40.0,6.4,,5,5,4.0,,,0,1,6.9
40.0,4.0,,5,5,5.0,3.0,,0,1,9.9
50.0,4.5,,3,5,2.0,3.0,2.0,0,2,1.28
31.0,,,8,8,2.0,4.0,1.0,0,0,1.38
80.0,,12.0,5,5,4.0,4.0,5.0,0,1,8.8
85.0,4.2,8.0,5,5,4.0,4.0,5.0,0,1,7.8
65.0,5.0,5.0,5,5,1.0,2.0,1.0,0,1,1.55
72.0,5.0,12.0,1,1,3.0,4.0,5.0,0,2,10.0
70.0,,,5,5,2.0,2.0,2.0,0,1,5.0
40.27,4.0,2.0,5,5,5.0,6.0,4.0,0,0,5.9
121.0,9.0,,5,5,4.0,6.0,4.0,0,1,8.3
172.0,7.5,7.0,0,0,3.0,5.0,5.0,0,2,5.95
75.0,6.5,7.5,0,0,5.0,6.0,7.0,1,2,7.5
23.0,,,5,5,4.0,3.0,,2,2,2.36
46.0,,,5,5,3.0,,,0,1,3.7
62.0,5.4,3.0,8,8,4.0,4.0,4.0,0,0,8.9
80.0,,,8,8,,,,0,2,3.8
33.0,,,5,5,4.0,,,2,2,3.7
28.0,3.0,,5,5,4.0,4.0,3.0,0,1,4.5
45.0,5.0,3.0,5,5,1.0,1.0,1.0,0,2,2.55
30.0,4.8,,5,5,6.0,4.0,4.0,0,2,5.45
40.0,4.0,4.0,5,5,4.0,3.0,3.0,0,0,4.2
89.0,4.31,8.0,8,8,2.0,3.0,2.0,0,2,5.8
33.0,,,5,5,5.0,3.0,5.0,2,2,8.0
41.0,,,5,5,4.0,4.0,4.0,0,1,9.5
50.0,4.5,,5,5,5.0,6.0,5.0,0,2,6.5
39.0,,,5,5,3.0,2.0,3.0,0,1,6.8
38.0,,,5,5,4.0,4.0,4.0,0,1,7.9
88.0,4.6,8.0,6,6,3.0,4.0,4.0,0,1,9.9
95.0,12.0,10.0,1,5,3.0,3.0,4.0,0,1,9.9
139.0,,30.0,2,2,1.0,3.0,2.0,0,1,8.8
65.0,5.0,5.0,5,5,2.0,3.0,2.0,0,2,8.7
97.0,5.2,8.0,0,0,4.0,4.0,5.0,0,1,6.7
35.0,,,5,5,4.0,4.0,4.0,0,1,6.2
110.0,,12.0,5,5,,3.0,2.0,0,2,3.75
60.0,,6.0,5,5,3.0,4.0,3.0,0,1,3.25
60.7,,,5,5,,2.0,2.0,0,1,3.2
37.0,,3.0,5,5,1.0,3.0,2.0,0,2,1.98
30.0,3.8,,5,5,5.0,,,0,2,5.86
30.0,3.0,3.0,2,2,4.0,4.0,4.0,2,1,6.15
31.0,3.6,2.5,5,5,5.0,3.0,4.0,0,0,3.15
85.0,,7.0,4,4,4.0,5.0,6.0,0,1,8.18
23.0,2.3,4.5,5,5,6.0,,,2,2,3.2
59.0,4.1,5.0,5,5,2.0,4.0,3.0,0,1,8.6
60.0,4.0,12.0,5,5,3.0,3.0,3.0,0,0,3.9
60.0,5.0,12.0,5,5,2.0,2.0,2.0,0,0,3.97
40.0,4.0,12.0,2,5,4.0,4.0,3.0,0,1,5.4
47.0,,,5,5,6.0,6.0,,2,2,7.2
55.0,,,5,5,4.0,4.0,4.0,0,1,8.7
47.0,,,5,5,3.0,4.0,5.0,0,0,6.1
100.0,5.0,5.0,5,5,,,,0,2,5.4
53.5,,3.0,5,5,,,,2,2,6.6
31.0,,,5,5,5.0,4.0,3.0,0,1,4.3
35.0,3.8,2.0,6,6,6.0,5.0,3.0,0,2,6.85
45.0,,,5,5,4.0,4.0,4.0,0,1,7.5
52.0,5.0,15.0,5,5,5.0,4.0,5.0,0,1,10.0
41.0,,,5,5,7.0,3.0,,0,1,9.7
50.0,4.0,,5,5,5.0,5.0,5.0,0,1,6.45
45.0,,,5,5,6.0,4.0,4.0,0,1,6.9
39.0,,,5,5,5.0,4.0,4.0,0,1,5.95
30.0,,,5,5,4.0,3.0,3.0,0,0,2.45
30.0,3.9,,5,5,5.0,3.0,4.0,0,0,3.5
50.0,7.0,4.0,5,5,4.0,3.0,4.0,1,1,7.9
44.0,3.7,5.0,5,5,3.0,3.0,,0,1,6.2
41.0,,,5,5,6.0,4.0,4.0,0,1,6.8
30.0,,,5,5,4.0,4.0,3.0,0,0,7.5
32.0,3.3,,5,5,4.0,2.0,,2,2,5.8
35.0,,,5,5,6.0,3.0,4.0,0,1,6.5
48.0,,,5,5,4.0,4.0,,0,1,7.5
34.0,3.2,4.5,1,1,5.0,3.0,4.0,0,0,5.6
35.0,4.0,,5,5,5.0,4.0,3.0,0,1,5.75
44.0,,,5,5,4.0,4.0,,0,2,9.6
55.0,3.5,10.0,3,3,4.0,3.0,3.0,0,1,9.5
52.0,,3.0,5,5,2.0,2.0,2.0,0,2,3.9
57.0,,,5,5,2.0,2.0,2.0,0,2,4.3
30.0,,,5,5,5.0,3.0,3.0,0,1,3.95
22.0,4.0,3.0,5,5,4.0,3.0,2.0,2,1,2.8
37.0,,,5,5,5.0,4.0,,2,1,5.9
75.0,5.0,5.0,0,0,2.0,3.0,2.0,0,0,3.65
45.0,,,5,5,5.0,4.0,,0,1,6.9
35.0,3.4,3.0,5,5,6.0,4.0,5.0,0,0,5.7
106.0,,,5,5,1.0,3.0,2.0,0,2,9.3
75.0,,5.5,5,5,2.0,,,0,0,6.95
41.0,,,5,5,5.0,3.0,,2,2,5.95
28.0,3.5,5.0,5,5,4.0,4.0,,0,2,4.95
40.0,,,5,5,1.0,2.0,1.0,0,2,3.6
40.0,4.0,,5,5,4.0,4.0,3.0,0,0,4.2
43.0,,,5,5,,,,0,0,4.28
44.0,,,5,5,,,,0,0,4.93
150.0,5.0,12.0,8,8,3.0,3.0,3.0,0,2,8.8
54.0,,,5,5,,5.0,,0,0,7.5
60.0,6.0,8.0,5,5,2.0,3.0,2.0,0,2,2.0
55.0,5.0,18.0,5,5,5.0,4.0,5.0,0,1,9.2
42.0,,,5,5,,,,0,2,6.75
36.0,,,5,5,5.0,4.0,3.0,0,0,4.28
28.0,,,5,5,3.0,2.0,,0,1,3.53
41.0,,,5,5,6.0,4.0,,0,2,6.2
33.0,4.0,3.0,8,8,5.0,3.0,4.0,0,1,2.95
54.0,,,5,5,,,,0,0,7.4
42.0,4.0,,5,5,4.0,4.0,3.0,0,0,8.5
38.0,3.5,2.5,5,5,5.0,5.0,5.0,2,1,4.2
62.5,4.5,,4,5,4.0,4.0,3.0,0,0,6.8
58.0,5.0,20.0,3,3,3.0,3.0,3.0,0,1,5.98
28.0,,,5,5,3.0,2.0,2.0,2,2,5.7
60.0,5.4,20.0,8,8,4.0,3.0,3.0,0,1,7.99
48.0,,,5,5,5.0,4.0,,0,1,6.8
45.0,5.0,,5,5,4.0,4.0,3.0,0,2,7.6
80.0,4.0,7.0,5,5,4.0,4.0,5.0,0,2,9.0
39.0,,,5,5,4.0,,,0,2,6.65
36.0,3.8,2.6,5,5,4.0,3.0,3.0,0,0,3.5
110.0,5.0,12.0,5,5,,3.0,2.0,2,2,10.0
32.0,,,8,5,5.0,,,0,2,6.39
45.0,6.0,5.0,8,8,5.0,4.0,5.0,0,0,9.5
90.0,6.0,12.0,0,5,3.0,,,0,2,5.15
50.0,4.0,10.0,3,3,4.0,3.0,4.0,0,1,8.5
120.0,6.0,14.0,0,5,3.0,4.0,,0,2,6.6
108.0,10.0,10.0,5,5,,,,0,2,9.0
39.0,,,5,5,5.0,3.0,,0,0,5.9
42.0,3.8,3.0,2,2,5.0,6.0,4.0,0,2,5.58
96.0,8.0,16.0,8,8,4.0,5.0,5.0,1,2,5.1
280.0,10.0,15.0,5,5,1.0,2.0,1.0,0,2,5.1
40.0,,,5,5,4.0,5.0,,0,1,6.8
45.0,,,5,5,6.0,,,0,1,8.8
57.0,5.6,3.0,5,5,3.0,3.0,3.0,0,1,6.5
57.0,,,5,5,5.0,4.0,,0,1,7.9
53.0,,,5,5,2.0,2.0,2.0,0,0,3.9
58.0,4.4,5.0,5,5,3.0,4.0,3.0,0,0,6.4
67.0,,,3,3,3.0,4.0,4.0,0,1,8.8
64.0,4.0,,5,5,2.0,2.0,3.0,0,1,4.9
48.0,4.0,6.0,5,5,2.0,2.0,2.0,0,0,4.33
56.0,,,5,5,2.0,3.0,2.0,0,1,4.3
30.0,6.0,,5,5,5.0,3.0,4.0,0,2,4.95
82.0,,,5,5,2.0,2.0,2.0,0,1,6.9
60.0,6.0,8.0,2,2,2.0,3.0,2.0,0,0,3.1
38.0,,,5,5,4.0,3.0,,0,1,5.8
56.0,,,8,8,3.0,,,0,1,7.0
67.0,5.1,4.0,5,5,2.0,3.0,2.0,0,1,4.44
63.0,,,5,5,3.0,,,2,2,2.5
60.0,6.0,,5,5,5.0,7.0,8.0,0,2,5.0
59.0,,5.0,5,5,4.0,4.0,,0,2,8.15
36.0,,,5,5,4.0,,,2,1,5.85
56.0,,12.0,5,5,4.0,4.0,5.0,0,1,6.5
88.0,4.0,20.0,2,5,2.0,3.0,3.0,0,1,5.5
33.0,,,5,5,5.0,4.0,4.0,0,1,3.05
60.0,,,5,5,2.0,3.0,3.0,0,2,7.3
81.0,4.0,,5,5,2.0,2.0,,0,2,8.3
38.0,,,5,5,4.0,2.0,3.0,0,1,4.45
30.0,,,5,5,5.0,3.0,4.0,0,2,4.7
41.0,,,5,5,2.0,2.0,2.0,0,2,6.5
67.5,4.5,6.0,5,5,5.0,4.0,5.0,0,1,8.5
34.0,3.2,4.0,6,6,5.0,3.0,5.0,0,0,5.5
60.0,,,1,5,3.0,3.0,3.0,0,2,2.25
35.0,5.7,,5,5,5.0,3.0,4.0,0,1,6.0
48.0,,,5,5,5.0,7.0,4.0,0,1,6.25
53.0,4.5,6.0,5,5,4.0,4.0,5.0,0,1,7.5
54.0,,4.0,5,5,1.0,2.0,1.0,0,0,2.85
56.0,3.5,50.0,4,4,4.0,5.0,4.0,0,2,8.7
96.0,6.0,16.0,5,5,1.0,2.0,2.0,2,2,9.5
42.0,,,5,5,5.0,9.0,9.0,0,1,6.59
60.0,,,5,5,4.0,4.0,5.0,2,2,9.5
102.0,7.4,5.5,5,5,,3.0,2.0,0,0,8.5
90.0,5.0,,4,4,2.0,3.0,2.0,0,1,2.45
47.5,,,5,5,1.0,1.0,1.0,0,2,4.95
109.0,5.5,5.0,7,7,2.0,3.0,2.0,0,1,1.95
46.0,,,5,5,5.0,9.0,9.0,0,1,7.45
40.0,3.7,3.0,5,5,5.0,4.0,4.0,0,1,6.0
40.0,3.6,3.0,5,5,4.0,5.0,3.0,0,1,6.8
58.0,,,5,5,4.0,4.0,4.0,0,2,6.4
50.0,,,5,5,4.0,4.0,4.0,0,1,7.0
105.0,5.0,7.5,5,5,3.0,4.0,3.0,0,0,7.5
40.0,3.5,3.0,5,5,4.0,5.0,3.0,0,1,6.8
371.0,,,5,5,,,,2,2,8.5
194.4,,,5,5,,,,1,2,7.0
45.0,5.0,3.0,4,4,5.0,5.0,4.0,0,0,6.7
104.0,,,5,5,,,,0,2,7.8
38.0,,,5,5,5.0,4.0,4.0,0,2,4.8
36.8,4.85,6.0,5,5,3.0,3.0,2.0,0,1,6.25
35.0,4.0,3.0,8,8,5.0,4.0,4.0,0,2,4.8
54.1,6.25,7.0,6,6,3.0,4.0,3.0,0,1,7.2
50.0,,,5,5,2.0,3.0,2.0,0,2,4.85
65.0,4.3,,5,5,2.0,6.0,6.0,0,0,6.19
375.0,25.0,,5,5,,,,0,2,8.4
138.0,5.0,6.0,1,1,1.0,3.0,2.0,0,1,2.7
25.0,3.0,,5,5,5.0,3.0,4.0,0,1,5.3
50.0,4.5,3.2,5,5,3.0,3.0,3.0,0,2,8.2
51.0,,2.3,7,7,4.0,4.0,3.0,0,1,3.05
75.0,5.0,13.0,3,3,3.0,3.0,4.0,1,0,6.5
81.0,6.0,3.0,8,5,3.0,3.0,3.0,0,1,8.1
55.0,4.8,2.6,7,7,4.0,3.0,3.0,0,2,2.95
83.0,4.2,,5,5,4.0,,,0,1,8.15
50.0,,,5,5,5.0,6.0,4.0,0,1,9.25
54.0,,,5,5,6.0,7.0,4.0,0,2,6.0
32.5,,,5,5,4.0,3.0,3.0,0,1,6.18
36.0,3.35,,5,5,4.0,4.0,3.0,0,0,3.78
150.0,5.0,8.0,5,5,2.0,3.0,2.0,0,2,2.28
30.0,5.5,2.3,6,6,5.0,4.0,4.0,0,0,2.88
125.0,5.0,8.0,5,5,2.0,3.0,2.0,2,2,2.08
47.4,5.0,5.0,7,7,4.0,4.0,4.0,0,0,7.5
42.0,3.5,,5,5,6.0,3.0,4.0,0,1,7.5
32.0,,2.0,8,5,5.0,3.0,3.0,0,0,3.15
38.0,,,5,5,3.0,3.0,3.0,0,0,2.28
20.0,3.2,,5,5,4.0,,,0,2,3.55
87.0,,,5,5,2.0,4.0,2.0,0,2,7.9
35.1,,,5,5,4.0,4.0,4.0,0,0,9.0
50.0,3.5,,5,5,4.0,4.0,4.0,0,1,7.2
96.0,4.0,5.0,5,5,3.0,4.0,3.0,0,1,6.0
74.0,,,5,5,5.0,4.0,4.0,0,1,7.8
55.0,5.0,,5,5,5.0,4.0,4.0,0,1,7.8
86.0,,,5,5,2.0,3.0,2.0,0,2,7.15
53.7,3.25,3.0,2,5,3.0,4.0,4.0,0,2,6.9
70.0,,,5,5,4.0,4.0,4.0,0,2,8.56
50.0,5.5,,5,5,5.0,3.0,4.0,0,2,5.5
43.0,3.5,,0,0,5.0,8.0,8.0,0,0,5.3
54.0,3.6,12.0,2,5,1.0,,,0,2,7.58
40.7,3.0,4.0,0,5,2.0,3.0,2.0,0,2,4.45
33.0,4.0,2.0,5,5,5.0,3.0,4.0,0,1,3.5
70.0,4.4,8.0,5,5,3.0,3.0,3.0,2,0,3.9
62.0,5.0,,5,5,1.0,2.0,2.0,0,2,2.3
75.0,4.5,,5,5,3.0,3.0,4.0,0,1,4.35
81.0,5.4,8.0,7,5,3.0,3.0,3.0,0,2,4.5
54.0,4.5,,5,5,5.0,4.0,4.0,0,1,6.0
34.0,,3.0,0,0,4.0,5.0,6.0,0,2,7.9
61.1,,,5,5,3.0,4.0,5.0,0,1,3.35
100.0,,,5,5,2.0,3.0,3.0,0,0,4.2
60.0,,,1,5,3.0,3.0,3.0,0,0,3.9
44.0,4.0,2.8,4,5,4.0,4.0,4.0,0,1,4.7
46.8,4.0,4.0,5,5,2.0,2.0,2.0,0,0,3.3
40.0,4.5,2.0,4,5,4.0,4.0,3.0,0,0,3.86
67.0,,,5,5,3.0,5.0,,2,2,5.85
65.0,5.0,,5,5,,,,0,2,6.8
88.0,4.0,20.0,5,5,3.0,4.0,5.0,0,1,9.1
94.0,4.0,6.0,4,5,3.0,3.0,4.0,0,1,7.7
35.0,3.6,,0,5,5.0,4.0,4.0,0,1,5.7
50.6,4.6,,5,5,6.0,4.0,,0,1,6.5
64.0,,,5,5,3.0,4.0,,0,1,7.5
34.0,1.0,3.0,2,2,3.0,3.0,3.0,0,0,1.85
55.0,4.5,6.0,5,5,4.0,4.0,5.0,0,1,7.85
52.0,,,5,5,4.0,3.0,4.0,0,2,7.5
72.0,4.0,,5,5,1.0,3.0,1.0,0,2,6.5
72.0,4.0,7.0,6,6,3.0,4.0,3.0,0,2,6.5
128.0,8.0,,3,3,2.0,4.0,3.0,0,1,7.9
50.0,,,5,5,4.0,4.0,3.0,0,2,5.9
60.2,4.0,8.0,5,5,5.0,4.0,5.0,0,2,6.9
18.0,5.0,,8,5,5.0,2.0,5.0,0,2,9.9
62.0,4.0,8.0,6,5,3.0,4.0,,0,1,7.39
85.0,5.0,7.5,2,1,2.0,2.0,2.0,0,1,6.5
50.0,,5.0,5,5,2.0,2.0,2.0,0,1,4.01
30.0,,,5,5,5.0,3.0,3.0,0,0,2.55
30.0,,,5,5,4.0,3.0,3.0,0,0,2.5
131.7,10.0,8.0,8,5,,,,0,2,10.0
82.0,8.0,7.0,5,5,1.0,1.0,1.0,0,2,7.3
30.45,3.5,6.0,5,5,2.0,2.0,2.0,1,1,1.55
36.0,,,5,5,3.0,4.0,3.0,2,2,2.68
52.0,,3.0,5,5,2.0,2.0,2.0,0,1,1.99
52.0,4.0,6.0,5,5,3.0,4.0,,0,2,4.49
44.0,4.0,,5,5,4.0,4.0,3.0,0,0,5.35
32.0,,,5,5,5.0,3.0,4.0,0,1,2.95
45.0,,,5,5,5.0,7.0,,0,1,6.9
80.0,,,5,5,1.0,,,0,1,9.3
74.0,3.9,,5,5,1.0,1.0,1.0,0,2,4.99
50.0,,,5,5,,,,0,1,8.6
56.0,,6.0,0,5,3.0,4.0,3.0,0,1,5.4
60.0,5.2,3.0,1,1,2.0,5.0,5.0,0,0,1.9
42.0,4.2,,5,5,4.0,4.0,4.0,0,1,10.0
42.0,4.5,3.0,6,6,6.0,3.0,5.0,0,0,8.8
75.0,5.0,10.0,5,5,3.0,3.0,3.0,0,1,7.1
112.0,8.0,13.0,3,3,3.0,3.0,5.0,1,1,10.0
40.0,5.2,,5,5,5.0,3.0,4.0,0,2,6.7
85.0,4.0,6.0,5,5,4.0,4.0,5.0,0,2,6.5
180.0,10.0,6.0,1,1,,3.0,2.0,0,1,4.3
120.0,5.0,8.0,5,5,3.0,5.0,4.0,0,1,6.49
52.0,4.1,,5,5,4.0,,,0,0,8.5
64.0,,,5,5,1.0,1.0,1.0,2,1,4.75
35.0,4.2,,5,5,5.0,4.0,4.0,0,1,6.3
45.0,3.0,3.0,7,5,3.0,4.0,3.0,0,1,6.19
64.0,4.0,10.0,5,5,2.0,2.0,2.0,2,0,9.75
40.0,,1.5,5,5,5.0,5.0,4.0,0,1,6.9
100.0,7.0,7.0,5,5,2.0,3.0,2.0,0,0,4.9
35.0,,3.0,5,5,3.0,3.0,3.0,0,2,5.5
43.0,7.8,4.0,5,5,5.0,3.0,4.0,0,1,7.5
56.0,4.0,6.0,5,5,3.0,4.0,3.0,0,1,6.3
45.0,,3.0,5,5,4.0,4.0,,0,0,5.7
36.0,,,5,5,2.0,2.0,2.0,0,1,2.25
100.0,5.0,12.0,5,5,2.0,3.0,2.0,0,1,1.6
317.0,5.67,30.0,5,5,1.0,2.0,2.0,0,1,6.2
37.0,,,5,5,5.0,3.0,4.0,0,2,6.95
33.0,,,5,5,5.0,3.0,4.0,0,2,5.3
52.0,8.0,1.5,5,5,4.0,6.0,4.0,0,0,7.4
66.0,,,5,5,5.0,,,0,1,9.9
30.0,4.0,2.0,5,5,5.0,4.0,4.0,0,1,4.88
31.0,3.5,2.9,5,5,4.0,3.0,3.0,0,0,3.55
32.0,,,5,5,3.0,3.0,2.0,0,0,2.35
73.2,4.0,6.0,7,5,1.0,,,0,2,4.85
54.6,,5.0,5,5,3.0,4.0,5.0,2,1,4.45
65.0,5.0,6.0,8,3,5.0,4.0,5.0,0,1,7.2
89.0,5.0,18.0,7,7,3.0,3.0,4.0,0,1,5.18
36.0,3.6,8.2,5,5,5.0,4.0,4.0,0,0,5.7
35.0,4.0,7.0,5,5,5.0,4.0,4.0,0,1,6.8
60.0,4.0,10.0,5,5,2.0,2.0,2.0,2,2,5.7
58.05,,,5,5,4.0,7.0,7.0,0,2,9.9
83.0,4.0,,5,5,4.0,4.0,4.0,0,2,6.9
90.0,5.0,7.5,8,8,3.0,4.0,3.0,0,0,6.45
90.0,5.0,18.0,7,7,3.0,3.0,5.0,0,1,5.89
92.0,,5.0,6,6,1.0,1.0,1.0,0,2,5.1
38.0,3.4,,5,5,5.0,4.0,4.0,0,1,5.5
80.0,,,8,5,5.0,5.0,6.0,0,2,9.3
32.0,,,5,5,5.0,3.0,,0,2,5.65
40.0,,,5,5,5.0,9.0,,0,2,7.9
97.0,4.5,6.0,5,5,2.0,3.0,2.0,0,0,1.83
48.0,,,5,5,4.0,4.0,3.0,0,0,4.95
82.5,5.0,10.0,4,4,5.0,5.0,6.0,0,0,7.0
30.0,,,5,5,5.0,3.0,4.0,2,2,6.1
92.0,,,5,5,,,,0,2,7.5
76.0,4.0,8.0,7,7,5.0,5.0,6.0,0,2,6.6
38.4,3.2,4.0,5,5,4.0,4.0,3.0,0,1,6.5
88.0,,6.0,5,5,,,,0,2,7.0
200.0,10.0,,5,5,3.0,4.0,4.0,0,1,5.98
55.0,3.7,12.0,8,5,4.0,4.0,3.0,0,0,6.69
48.0,4.0,5.0,3,3,2.0,2.0,2.0,2,2,3.68
40.0,4.0,4.0,7,7,2.0,2.0,2.0,0,2,3.15
40.0,3.5,3.0,5,5,2.0,2.0,2.0,0,2,3.5
75.0,4.5,4.0,1,5,1.0,2.0,1.0,0,0,3.85
65.0,,,5,5,3.0,4.0,3.0,0,2,5.95
50.0,,,5,5,3.0,4.0,4.0,0,1,7.5
70.0,,,7,4,,2.0,2.0,0,1,3.25
37.0,4.0,,5,5,5.0,3.0,4.0,0,1,6.7
36.0,,,5,5,5.0,8.0,,2,2,8.6
96.0,,6.0,5,5,2.0,3.0,2.0,0,2,1.63
64.9,4.4,5.0,5,5,4.0,4.0,5.0,0,1,6.7
99.4,5.5,4.2,8,8,1.0,2.0,1.0,0,2,3.55
46.0,3.8,3.0,5,5,5.0,6.0,4.0,0,1,4.05
35.0,3.5,2.3,7,5,5.0,3.0,4.0,0,1,5.9
42.0,,4.0,5,5,5.0,,,0,2,6.9
31.0,,2.0,8,8,4.0,3.0,3.0,0,0,2.9
84.0,5.0,13.0,5,5,5.0,6.0,5.0,0,2,8.7
45.0,4.0,7.0,5,5,5.0,3.0,3.0,0,2,6.5
81.9,3.59,7.5,4,4,1.0,2.0,1.0,0,0,6.75
58.0,4.0,5.0,5,5,2.0,2.0,2.0,0,1,4.1
31.1,5.93,2.7,8,8,3.0,4.0,3.0,2,1,3.05
72.0,,6.0,5,5,,4.0,,0,2,9.5
80.0,5.0,8.0,5,5,4.0,4.0,5.0,0,2,7.9
39.6,,,8,5,2.0,3.0,2.0,0,2,5.19
42.0,4.0,2.0,5,5,4.0,4.0,3.0,0,0,5.25
85.0,5.0,4.0,3,5,2.0,2.0,2.0,0,0,1.95
79.22,,,8,8,3.0,5.0,3.0,0,2,9.5
90.0,3.9,3.3,5,5,3.0,4.0,3.0,0,2,4.8
100.0,5.0,7.5,4,5,3.0,3.0,3.0,0,1,5.19
36.0,,,5,5,5.0,4.0,,2,2,7.6
30.0,,,5,5,5.0,3.0,4.0,0,1,4.75
135.0,5.0,7.0,5,5,6.0,5.0,5.0,0,2,8.9
66.0,4.1,7.0,5,5,5.0,4.0,5.0,0,2,7.0
64.0,,6.0,5,5,4.0,4.0,4.0,0,1,6.0
40.0,4.0,3.5,5,5,5.0,5.0,5.0,0,1,6.5
40.0,,,8,5,5.0,5.0,4.0,0,1,7.0
58.3,4.6,4.5,5,5,4.0,4.0,5.0,0,1,6.8
72.0,4.0,,5,5,2.0,4.0,3.0,2,2,7.5
68.0,,5.0,5,5,4.0,4.0,3.0,0,1,4.15
62.0,4.0,10.0,5,5,3.0,3.0,4.0,0,2,6.0
51.0,5.8,2.0,5,5,4.0,5.0,5.0,0,1,9.0
48.0,,,5,5,4.0,4.0,3.0,0,2,4.3
60.0,4.0,8.0,5,5,4.0,4.0,5.0,0,1,4.55
90.0,5.0,22.0,5,5,1.0,1.0,1.0,0,0,5.7
63.0,,,5,5,3.0,4.0,5.0,2,2,6.8
44.8,,,5,5,,2.0,2.0,2,2,1.6
57.4,,,5,5,2.0,2.0,2.0,0,2,3.29
88.3,4.45,35.0,5,5,2.0,3.0,2.0,0,2,3.3
74.0,,,5,5,,,,0,2,4.3
30.0,4.0,4.0,3,3,4.0,4.0,3.0,0,0,5.4
30.87,3.43,,5,5,2.0,,,0,1,1.2
37.1,,,5,5,5.0,3.0,5.0,0,2,4.55
52.0,,60.0,5,5,5.0,5.0,4.0,0,1,10.0
50.8,,5.0,5,5,4.0,4.0,,0,1,8.5
48.3,,4.0,5,5,5.0,4.0,,0,1,7.8
54.6,,4.0,5,5,5.0,4.0,,0,1,7.0
99.0,7.0,7.0,5,5,1.0,2.0,2.0,0,0,4.0
60.0,,7.0,5,5,3.0,4.0,4.0,0,0,4.65
234.0,13.0,7.0,5,5,,1.0,1.0,2,2,6.5
34.1,,,5,5,5.0,3.0,5.0,0,2,4.55
100.0,5.0,12.0,7,5,1.0,2.0,1.0,0,2,2.1
50.0,4.5,5.0,6,5,3.0,4.0,3.0,0,0,6.2
33.0,3.2,,5,5,5.0,3.0,4.0,0,1,5.3
108.9,6.47,5.0,4,5,2.0,5.0,2.0,0,1,9.18
71.0,,7.0,5,5,4.0,5.0,6.0,0,2,8.15
100.0,5.0,12.0,1,5,4.0,3.0,4.0,1,1,7.8
100.0,5.0,16.0,8,5,3.0,3.0,3.0,1,1,5.5
356.0,2.0,16.0,6,6,4.0,,,0,2,9.7
42.5,,,5,5,5.0,5.0,5.0,0,1,7.95
68.0,,10.0,5,5,5.0,5.0,6.0,0,1,6.3
80.0,6.0,7.0,5,5,2.0,3.0,2.0,0,1,2.45
57.0,,,5,5,4.0,4.0,4.0,0,1,5.9
64.0,4.0,25.0,5,5,2.0,2.0,1.0,0,2,2.1
22.0,,,5,5,2.0,2.0,2.0,0,1,3.45
32.3,4.0,10.0,1,1,2.0,2.0,2.0,0,0,4.5
